symbol,name,industry,price,marketCap,volume,dollarVolume,lastTradeDate,peRatio,forwardPE,pbRatio,psRatio,pegRatio,earningsYield,eps,epsGrowth,revenue,revenueGrowth,netIncome,netIncomeGrowth,netMargin,roe,roa,debtEquity,netDebtEquity,dividendYield,payoutRatio,beta,analystRating,analystCount,priceTarget,upsidePct,ch1y,price1m,price3m,price6m,priceYTD,week52High,week52Low,earningsDate,exDividendDate
UEFM,Upper Egypt Mills Company J.S.C,Bakery Products,534.5,3740000000.0,240,128280,2026-09-15,14.59,,5.48832,1.47202,,6.86,36.64,-9.815,2540000000.0,-33.685,256500000.0,-9.815,10.1,43.26,11.4,,-0.404,3.72,88.07,0.07,n/a,,,,9.92,568.44,468.67,478.15,478.45,625,400.01,"Sep 28, 2026","Dec 9, 2025"
AJWA,AJWA For Food Industries Co. Egypt,Fats And Oils,180,3620000000.0,52243,9403740,2026-09-15,,,3.09875,2.01129,,-2.11,-3.8,,1800000000.0,9.194,-76400000.0,,-4.24,-7.45,0.86,0.216,-0.093,,,0.18,n/a,,,,34.66,197.81,158.73,108.62,129.13,210,92.55,"Sep 20, 2026",n/a
GTWL,Golden Textiles & Clothes Wool,Textile Mill Products,237.51,3390000000.0,410366,97466029,2026-09-15,33.99,,3.50251,3.86547,,2.94,6.99,24.763,877630000.0,22.972,99800000.0,25.456,11.37,12.03,5.72,0.802,0.79,0.21,,-0.25,n/a,,,,547.17,133.35,46.82,41.71,47.82,248.84,33.74,"Nov 12, 2026",n/a
ADCI,The Arab Drug Company,Pharmaceutical Preparations,276.52,3320000000.0,11640,3218693,2026-09-15,14.48,,4.81456,2.50218,,6.9,19.09,44.287,1330000000.0,29.272,229100000.0,40.304,17.23,41.55,17.27,0.739,0.691,1.41,41.48,0.56,n/a,,,,47.98,309.84,227.96,153,215.85,389.99,140,"Aug 26, 2026","Oct 28, 2025"
ELKA,Cairo for Housing and Development Company (S.A.E),Real Estate,1.73,3210000000.0,9548258,16518486,2026-09-15,3.12,,0.51774,6.89682,,32.01,0.55,1525.578,465750000.0,-13.863,1030000000.0,1649.417,221.15,18.04,1.67,0.138,0.126,,,0.29,n/a,,,,43.45,1.77,1.27,1.13,1.486,2.25,0.96,"Nov 19, 2026",n/a
ACTF,Act Financial,"Investors, not elsewhere classified",2.7,3080000000.0,6534019,17641851,2026-09-15,,,1.77534,31.84464,,-14.13,-0.39,,96870000.0,-92.412,-435800000.0,,-449.88,-21.76,-4.86,0,-1.593,6.13,,0.11,n/a,,,,-6.9,2.76,2.72,2.66,2.81,3.15,2.5,n/a,"Aug 18, 2025"
ASCM,"ASEC Company for Mining ASCOM, S.A.E",Metal Mining,60.24,2930000000.0,218201,13144428,2026-09-15,9.17,,1.24657,0.74818,,10.91,6.57,,3920000000.0,40.289,320060000.0,,8.16,13.72,2.93,1.721,1.633,,,1.3,n/a,,,,44.63,65.4,60.7,40.94,43.39,73.73,37,"Sep 22, 2026",n/a
CFGH,Concrete Fashion Group For Commercial and Industrial investments S.A.E,Apparel and Other Finished Products Made From Fabrics and Similar Materials,0.119,2900000000.0,34426,4097,2026-09-15,4.28,,1.1851,0.3561,,22.15,1.37,8.84,8140000000.000001,0.843,642310000.0,8.84,7.89,31.84,9.33,2.725,2.599,,13.86,0.14,n/a,,,,19.0,0.103,0.102,0.107,0.115,0.147,0.088,"Dec 3, 2026",n/a
ELSH,Al-Shams Company for Housing and Urban Development,Real Estate,12.71,2880000000.0,1010829,12847637,2026-09-15,17.42,,2.46585,11.94286,,5.74,0.73,3.469,241450000.0,29.907,165490000.0,3.469,68.54,15.04,6.0,0.118,-0.102,0.37,26.34,0.27,n/a,,,,61.29,13.94,13.25,7.03,8.37,15.59,6.32,"Nov 12, 2026","Jun 25, 2026"
DAPH,Development & Engineering Consultants,Engineering Services,121.9,2870000000.0,187934,22909155,2026-09-15,,,3.35457,4.59338,,-2.71,-3.3,,624240000.0,184.047,-77640000.0,,-12.44,-7.13,-0.36,1.219,0.761,,,0.02,n/a,,,,91.73,124.45,78.83,74.67,88.82,157,60.5,"Nov 26, 2026",n/a
ATLC,Al Tawfeek Leasing Company,Miscellaneous business Credit Institutions,7.1,2840000000.0,2564465,18207702,2026-09-15,12.28,,2.1199,1.47199,,8.16,0.58,-33.252,1930000000.0,6.663,231850000.0,26.601,12.01,21.71,3.18,5.784,5.457,8.53,316.66,0.1,n/a,,,,80.2,5.6,4.92,4.71,4.12,8.1,3.6,"Nov 12, 2026","Apr 9, 2026"
MPCO,Mansoura Poultry co.S.A.E,Food and Kindred Products,2.82,2820000000.0,72711225,205045654,2026-09-15,,,11.86235,4.32922,,-6.13,-0.18,,651390000.0,-33.041,-172960000.0,,-26.55,-58.68,-23.18,0.594,0.533,,,0.06,n/a,,,,157.3,2.17,1.78,1.55,1.69,2.92,1.057,"Nov 10, 2026",n/a
ALRA,Atlas for Investment & Food Industries,Agricultural Production Crops,2.42,2790000000.0,2208059,5343503,2026-09-15,,,22.99384,28.86795,,-0.13,-0.0,,96510000.0,140.302,-3560000.0,,-3.69,-1.64,-0.66,0.903,0.41,,,0.05,n/a,,,,25.39,2.15,1.98,1.74,3.58,3.64,1.45,"Sep 23, 2026",n/a
INFI,Ismailia National Co. for Food Industries,"Canned, Frozen, And Preserved Fruits, Vegetables, and Food Specialties",136,2770000000.0,111839,15210104,2026-09-15,62.06,,10.59728,7.09493,,1.61,2.19,-50.459,390400000.0,3.284,44630000.0,-50.459,11.43,17.64,6.73,0.061,-0.078,0.11,49.71,0.24,n/a,,,,75.5,152.26,98,89.45,90.714,192,70.086,"Nov 18, 2026","Apr 28, 2025"
ICFC,International Company for Fertilizers and Chemicals S.A.E,Miscellaneous Non-durable Goods,23,2690000000.0,1292946,29737758,2026-09-15,11.8,,,,,,1.95,2.275,4050000000.0,45.735,227640000.0,3.928,5.62,24.28,5.8,0.137,0.068,,3.85,41.81,n/a,,,,,,,,,24.76,20.77,n/a,n/a
ISMA,Ismailia / Misr Poultry Company S.A.E,Poultry Slaughtering and Processing,29.5,2650000000.0,366091,10799684,2026-09-15,61.77,,12.63805,46.91546,,1.62,0.48,-25.712,56500000.0,-21.8,42910000.0,-25.712,75.95,23.11,7.23,0.536,0.431,,,0.39,n/a,,,,144.81,35,30.72,13.49,13.8,40.49,11.2,"Nov 11, 2026",n/a
LCSW,Lecico Egypt (S.A.E.),Pottery And Related Products,33,2640000000.0,496775,16393575,2026-09-15,9.14,,1.11103,0.30607,,10.94,3.61,-37.129,8630000000.0,18.511,288690000.0,-37.129,3.35,9.83,6.76,1.277,1.108,,,-0.36,n/a,,,,24.48,33.48,26.67,24.15,25.58,37.79,22.82,"Nov 12, 2026",n/a
NAHO,Naeem Holding Company For Investments (S.A.E - Free Zone),"Security Brokers, Dealers, and Flotation Companies",0.134,2620000000.0,1050921,140823,2026-09-15,,,0.38044,-19.08017,,-21.37,,,-137500000.0,-10.721,-560710000.0,,407.79,-7.22,-6.25,0.094,0.007,,,-0.0,n/a,,,,3.08,0.111,0.103,0.11,0.112,0.158,0.1,"Nov 12, 2026",n/a
ZEOT,Extracted Oil & Derivatives Co.,Fats And Oils,13.08,2620000000.0,442775,5791497,2026-09-15,57.1,,8.79638,0.57389,,1.75,0.23,2476.08,4560000000.0,37.473,45810000.0,2459.385,1.0,16.62,1.02,0.097,-0.029,0.64,,0.11,n/a,,,,223.76,13.61,9.24,8.37,8.63,14.99,3.91,"Sep 24, 2026","Apr 7, 2025"
GPIM,GPI for Urban Growth,"Land Subdividers and Developers, Except Cemeteries",1.56,2550000000.0,5593192,8725380,2026-09-15,218.67,,13.5802,56.28765,,0.46,0.01,4.405,45350000.0,153.296,11680000.0,4.419,25.76,8.33,3.61,0.002,-0.259,,,0.07,n/a,,,,534.92,1.24,1.14,0.724,0.673,1.74,0.2209,"Nov 12, 2026",n/a
EDFM,East Delta Flour Mills,Bakery Products,413.37,2480000000.0,1314,543168,2026-09-15,12.08,,4.64195,2.80199,,8.27,34.21,-2.095,885160000.0,8.265,205240000.0,-2.095,23.19,39.41,5.68,,-0.907,5.52,86.69,0.36,n/a,,,,26.48,410.59,334.76,298.12,309.56,465,293.09,"Sep 23, 2026","Nov 5, 2025"
ACAMD,"Arab Co.,for asset management and development","Land Subdividers and Developers, Except Cemeteries",2.05,2480000000.0,21273306,43610277,2026-09-15,21.76,,36.00978,7.46098,,4.9,0.09,,332160000.0,23768.241,121550000.0,,36.59,191.88,43.55,0.019,-2.139,4.76,106.15,0.71,n/a,,,,118.55,2.24,2.32,2,1.72,2.6,0.87,"Nov 16, 2026","Aug 10, 2026"
ETRS,Egyptian Transport & Commercial Services Co. -EGYTRANS NOSCO,Water Transportation,10.87,2450000000.0,903581,9821925,2026-09-15,12.51,,2.2198,1.6945,,7.39,0.87,133.492,1440000000.0,50.257,180780000.0,198.667,12.55,22.45,8.49,0.139,-0.261,2.17,28.23,-0.02,n/a,,,,78.2,10.91,9.78,7.6,8.05,11.79,6.12,"Nov 12, 2026","Jul 29, 2026"
SMFR,Samad Misr EGYFERT.S.A.E,Agricultural Chemicals,239.07,2300000000.0,15221,3638884,2026-09-15,28.87,,1.14333,3.79792,,3.46,8.28,101.215,604300000.0,98.75,79510000.0,103.944,13.16,6.48,1.08,,-0.01,5.0,50.85,0.31,n/a,,,,4.08,269.47,201.06,178.19,191.25,309,163,"Nov 11, 2026","Apr 28, 2026"
NARE,Naeem Real Estate Holding Group,Engineering Services,17.12,2190000000.0,458589,7851044,2026-09-15,20.04,,0.87745,7.95158,,4.99,,,275040000.0,-3.547,109120000.0,-12.113,39.67,6.16,,0.006,-0.111,,,0.68,n/a,,,,133.88,17.26,9.9,8.41,7.4,21.85,6.64,"Nov 12, 2026",n/a
NCCW,Nasr Company for Civil Works,Heavy Construction Other Than Building Construction Contractors,8.55,2150000000.0,14948302,127807982,2026-09-15,42.29,,6.72907,7.60995,,2.36,0.2,-24.775,283130000.0,-14.348,50950000.0,-24.775,18.0,16.99,-2.25,0.336,-0.01,,10.2,0.16,n/a,,,,35.01,5.99,5.475,3.75,5.1,8.85,3.483,"Nov 11, 2026",n/a
CEFM,Middle Egypt Flour Mills,Miscellaneous Food Preparations And Kindred Products,145.19,2140000000.0000002,12321,1788886,2026-09-15,16.48,,4.7354,2.32441,,6.07,8.81,-2.05,919640000.0,12.45,129720000.0,-1.841,14.11,28.74,10.93,,-0.59,3.45,98.91,0.34,n/a,,,,54.43,133.1,105.82,87.6,102.59,168,69.16,"Sep 16, 2026","Nov 4, 2025"
MILS,North Cairo Flour Mills,Bakery Products,199.21,2130000000.0,30954,6166346,2026-09-15,,,8.39522,1.89903,,-1.99,-4.7,,1120000000.0,-8.655,-42400000.0,-6.627,-3.79,15.54,1.04,,-0.377,1.5,84.78,0.32,n/a,,,,109.94,190.25,147.09,102.56,129.38,248.4,81.09,"Sep 17, 2026","Nov 4, 2025"
PHGC,Premium Healthcare Group,Medical Laboratories,0.088,2080000000.0,79844517,7026317,2026-09-15,,,,,,,,,,,,,,,,,,,,,n/a,,,,-29.03,0.087,0.09,0.089,0.096,0.127,0.07,n/a,n/a
AALR,"General Company For Land Reclamation, Development & Reconstruction",Heavy Construction Other Than Building Construction Contractors,312.98,2040000000.0,48399,15147919,2026-09-15,354.25,,-4.14444,12.13819,,0.28,0.88,,167860000.0,69.526,5750000.0,,3.43,,1.19,-0.283,-0.218,,,-0.09,n/a,,,,73.54,300,207.76,168,183.38,375,134,"Nov 11, 2026",n/a
IDRE,Ismailia Development and Real Estate Co,"Land Subdividers and Developers, Except Cemeteries",55,2029999999.9999998,618942,34041810,2026-09-15,1542.02,,13.21144,838.13065,,0.06,0.04,-88.224,2420000.0,-81.247,1310000.0,-88.224,54.13,0.85,-0.47,,-0.082,,,0.28,n/a,,,,36.82,55,42.71,33.05,40.71,59,30.5,"Nov 9, 2026",n/a
GGRN,Go Green For Agricultural Investment And Development,Construction Machinery and Equipment,1.42,1990000000.0,4035999.9999999995,5731120,2026-09-15,,,,,,,,,,,,,,,,,,,,-2.81,n/a,,,,22.41,1.41,1.49,2.36,2.46,2.85,1.04,n/a,n/a
EALR,Arab Company For Land Reclamation,Heavy Construction Other Than Building Construction Contractors,380.36,1980000000.0,19084,7258790,2026-09-15,481.3,,27.4511,12.51536,,0.21,0.79,-58.093,158040000.0,9.624,4110000.0000000005,-58.093,2.6,5.57,1.36,0.079,-0.17,,,-0.11,n/a,,,,22.31,387.55,356.61,365.03,370.84,471.18,237.66,"Sep 22, 2026",n/a
WKOL,Wadi Kom Ombo For Land Reclamation Co.,Heavy Construction Other Than Building Construction Contractors,348.75,1950000000.0,32491,11331236,2026-09-15,171.29,,10.92752,9.45379,,0.58,2.04,-87.607,206580000.0,-14.721,11400000.0,-60.125,5.52,22.53,5.19,,-1.86,4.43,53.52,-0.54,n/a,,,,57.61,323.02,292.5,287.86,313.07,390,208.99,"Sep 22, 2026","Dec 28, 2025"
GGCC,Giza General - Contracting and Real Estate Investment S.A.E,Real Estate,0.877,1900000000.0,17601019,15436094,2026-09-15,11.55,,2.22531,1.46526,,8.66,0.08,112.623,1300000000.0,24.992,164290000.0,112.621,12.64,21.45,4.58,0.703,0.629,,2.49,-0.13,n/a,,,,128.8,1.01,0.408,0.3667,0.432,1.31,0.3033,"Aug 26, 2026",n/a
ADPC,The Arab Dairy Products Co.,Dairy Products,3.82,1880000000.0,2681326,10242665,2026-09-15,,,2.39783,0.67215,,-13.0,-0.5,,2800000000.0,-0.366,-244290000.0,,-8.72,-34.44,0.41,1.735,1.679,,,0.14,n/a,,,,34.98,4.4,3.55,3.6,3.84,4.66,2.64,"Nov 18, 2026",n/a
EHDR,Egyptians for Housing & Development Co.,Real Estate,2.79,1870000000.0,5482270,15295533,2026-09-15,27.92,,2.64585,7.76022,,3.58,0.1,9.37,241600000.0,14.463,67150000.0,13.628,27.79,10.97,7.79,0.001,-0.205,3.48,89.43,-0.11,n/a,,,,50.0,2.99,2.78,2.1,2.51,3.2,1.75,"Nov 12, 2026","Apr 14, 2026"
RACC,Raya Customer Experience,Computer Processing and Data Preparation and Processing Services,9.63,1870000000.0,460696,4436502,2026-09-15,7.35,,1.4616,0.57394,,13.9,1.31,50.035,3260000000.0,24.138,260459999.99999997,34.326,7.99,28.43,12.37,0.659,0.165,3.17,4.31,0.34,n/a,,,,34.69,10.39,9.71,8.6,8.39,12.14,7.05,"Nov 12, 2026",n/a
DTPP,Delta Co. For Printing & Packaging S.A.E,Commercial Printing,328.01,1840000000.0,178925,58689189,2026-09-15,18.89,,7.71607,2.03964,,5.29,17.36,60.058,900580000.0,12.618,97240000.0,74.32,10.8,54.22,21.53,1.352,1.002,2.99,54.84,0.06,n/a,,,,201.42,299.93,120.26,99.7,119.92,380,90,"Nov 10, 2026","May 5, 2026"
MOSC,Misr Oils & Soap,"Soap, Detergents, And Cleaning Preparations; Perfumes, Cosmetics, and Other Toilet Preparations",307.13,1840000000.0,2504,769054,2026-09-15,25.17,,15.78798,0.56931,,3.97,12.2,,3240000000.0,7.369,73210000.0,,2.26,83.49,12.51,,-0.132,0.16,,1.13,n/a,,,,57.29,321.69,298.21,154.95,181.89,380,127.11,"Sep 17, 2026","Jan 27, 2026"
ICID,International Co. For Investment & Development,Real Estate,18.28,1830000000.0,86983,1590049,2026-09-15,164.68,,10.05191,146.44076,,0.6,0.11,0.909,12480000.0,42.336,11060000.0,6.581,88.62,8.4,0.07,,-0.484,,,0.43,n/a,,,,376.04,13.55,6.82,3.72,4.68,19.3,3.45,"Nov 15, 2026",n/a
KRDI,AlKhair River for Development Agricultural Investment and Environmental Services,Agricultural Production Crops,0.464,1810000000.0,139829654,64880959,2026-09-15,39.45,,1.91022,4.34969,,1.37,0.01,-62.019,416030000.0,12.646,24760000.0,-60.027,5.95,6.83,3.28,0.324,0.173,,,-0.45,n/a,,,,-14.86,0.457,0.358,0.637,0.632,0.736,0.335,"Nov 19, 2026",n/a
MAAL,Marseille Almasreia Alkhalegeya For Holding Investment SAE,"Land Subdividers and Developers, Except Cemeteries",8.7,1810000000.0,413718,3599347,2026-09-15,,,,,,,,,,,,,,,,,,,,0.03,n/a,,,,107.14,8.75,5.78,3.78,4.22,10.14,3.35,n/a,n/a
SNFC,Sharkia National Company for Food Security,Grain Mill Products,10.94,1790000000.0,772453,8450636,2026-09-15,853.61,,38.24173,99.56207,,0.12,0.01,5.612,18010000.0,31.373,2100000.0,5.828,11.66,4.12,-0.36,,-0.233,,,0.12,n/a,,,,23.76,11.02,12.41,10.37,10.3,12.99,7.5,"Nov 5, 2026",n/a
ECAP,Al Ezz Ceramics & Porcelain Co.,Structural Clay Products,32.3,1720000000.0,63577.99999999999,2053569,2026-09-15,,,3.48728,0.57438,,-5.75,-1.86,,3000000000.0,5.114,-99150000.0,,-3.31,-18.24,4.6,4.837,4.588,,,0.12,n/a,,,,2.28,38.89,31.92,26.02,31.49,43.5,23.51,"Nov 15, 2026",n/a
ASPI,Aspire Capital Holding for Financial Investments,"Security Brokers, Dealers, and Flotation Companies",0.44,1720000000.0,117943911,51895321,2026-09-15,7.67,,2.31545,3.3153,,6.67,0.06,1.749,517600000.0,23.784,114410000.0,29.51,22.1,17.18,3.33,2.442,1.198,,3.05,0.27,n/a,,,,38.8,0.496,0.319,0.285,0.319,0.585,0.257,"Nov 26, 2026",n/a
ODIN,ODIN Investments (S.A.E),"Security and Commodity Brokers, Dealers, Exchanges, and Services",2.75,1650000000.0,2750996,7565239,2026-09-15,12.04,,3.85064,7.7225,,8.3,0.23,-22.63,213660000.0,28.233,137020000.0,-20.59,64.13,38.0,24.85,0.001,-0.375,2.57,3.53,0.03,n/a,,,,61.77,3.4,2.15,1.77,2.25,3.92,1.59,"Sep 17, 2026","Apr 20, 2026"
PRCL,The General Company for Ceramic and Porcelain Products,Pottery And Related Products,32.63,1640000000.0,194912,6359979,2026-09-15,,,-8.13853,17.27218,,-6.59,-2.15,,95150000.0,-66.09,-108230000.0,,-113.75,,-3.91,-0.277,-0.251,,,-0.28,n/a,,,,130.6,33.05,24.52,15.4,16.1,38.25,12.62,"Nov 15, 2026",n/a
SCFM,South Cairo and Giza Flour Mills and Bakeries Company,Bakery Products,271.96,1630000000.0,4506,1225452,2026-09-15,23.13,,28.06894,4.4962,,4.32,11.76,,362920000.0,49.429,70540000.0,,19.44,,3.48,,-4.261,,,0.53,n/a,,,,124.76,280.32,252.57,229.13,263.62,343,111,"Nov 19, 2026",n/a
MENA,Mena for Touristic & Real Estate Investment,Real Estate,6.6,1600000000.0,139899,923333,2026-09-15,,,15.25014,57.7959,,-0.23,-0.02,,27630000.0,397.184,-3730000.0,,-13.5,-1.11,-2.7,0.011,-0.183,,,-0.18,n/a,,,,35.52,7.24,6.69,4.6,4.79,7.78,4.05,"Nov 12, 2026",n/a
CAED,Cairo Educational Services SAE,Educational Services,130.12,1560000000.0,260861.99999999997,33943363,2026-09-15,239.3,,17.66044,10.6397,,0.42,0.54,-38.414,146760000.0,18.851,6530000.0,-48.143,4.45,7.54,3.76,,0,1.0,245.05,0.66,n/a,,,,228.92,126.66,69.31,55.08,66.33,185.7,39.97,"Nov 18, 2026","Jan 19, 2026"
CERA,The Arab Ceramic Co.,Structural Clay Products,1.41,1520000000.0,97675433,137722361,2026-09-15,45.94,,3.25109,0.6423,,2.18,0.03,-63.399,2370000000.0,20.402,33090000.000000004,-65.632,1.4,7.28,3.95,2.545,2.52,,19.42,0.17,n/a,,,,11.29,1.33,1.18,1.09,1.27,2.08,0.93,"Nov 12, 2026",n/a
MBEG,M.B For Engineering & Contracting,Switchgear and Switchboard Apparatus,7.27,1470000000.0,642577,4671535,2026-09-15,37.75,,,,,,0.19,937.994,802070000.0,66.221,39010000.0,657.16,4.86,11.84,6.11,0.949,0.897,,,,n/a,,,,,,,,,7.74,6.51,"Nov 26, 2026",n/a
SIPC,Sabaa International Company for Pharmaceutical and Chemical Industry,Pharmaceutical Preparations,5.88,1470000000.0,6884269,40479502,2026-09-15,690.92,,14.63383,31.60051,,0.14,0.01,,46520000.0,41.431,2130000.0,,4.58,2.13,2.52,0.236,0.191,,,0.47,n/a,,,,54.74,4.68,3.47,3.32,3.72,7.28,2.62,"Nov 12, 2026",n/a
DEIN,Delta Insurance Company,Insurance Carriers,10.35,1420000000.0,,,2026-09-15,1.55,,0.44237,0.4509,,58.11,6.68,-6.862,3160000000.0,91.284,826990000.0,-14.935,26.17,32.76,10.82,,-0.341,17.57,32.93,-0.19,n/a,,,,0.05,10.35,10.345,10.345,10.345,12.42,10.345,"Sep 20, 2026","Jun 18, 2025"
MEPA,Medical Packaging Company,"Converted Paper And Paperboard Products, Except Containers And Boxes",1.94,1270000000.0,7515934,14580912,2026-09-15,122.24,,5.80022,12.95997,,0.82,0.02,-74.543,98050000.0,-26.512,10400000.0,-74.541,10.61,4.86,1.76,0.112,-0.269,,,0.55,n/a,,,,49.23,1.88,1.72,1.54,1.87,2.25,1.16,"Sep 20, 2026",n/a
LUTS,Lotus For Agricultural Investments And Development,Agricultural Production Crops,0.94,1250000000.0,126042148,118479619,2026-09-15,,,,,,,,,,,,,,,,,,,,,n/a,,,,100.13,0.96,0.5755,0.4247,0.4729,1.969,0.3797,n/a,n/a
IEEC,Industrial & Engineering Projects,"Highway and Street Construction, Except Elevated Highways",0.842,1230000000.0,56002648,47154230,2026-09-15,,,,,,,,,,,,,,,,,,,,0.53,n/a,,,,,,,,,1.13,0.8,n/a,n/a
UEGC,"El-Saeed Company for Contracting and Real Estate Investment ""SCCD"" (S.A.E.)",Heavy Construction Other Than Building Construction Contractors,1.69,1230000000.0,7544471,12750156,2026-09-15,28.43,,0.89102,0.55146,,3.52,0.06,-60.596,2220000000.0,26.193,43120000.0,-60.694,1.94,3.17,7.18,1.262,1.22,,24.47,-0.07,n/a,,,,59.43,2.56,1.4,1.43,1.5,2.87,0.96,"Nov 23, 2026",n/a
NHPS,National Company for Housing Professional Syndicates SAE,Real Estate,76.08,1220000000.0,71030,5403962,2026-09-15,26.9,,5.50255,,,3.72,2.83,-37.724,,,45260000.0,-37.724,,19.79,-1.18,,-0.849,8.65,327.02,0.39,n/a,,,,12.23,89.06,67.76,60.88,76.37,107.9,55,"Nov 12, 2026","Jun 25, 2026"
OBRI,El-Ebour Co. for Real Estate Investment S.A.E.,"Land Subdividers and Developers, Except Cemeteries",30.53,1220000000.0,374112,11421639,2026-09-15,15.96,,3.60336,0.63857,,6.28,1.91,151.747,1910000000.0,105.951,76660000.0,152.863,4.01,25.55,2.73,0.133,-1.21,,,-0.12,n/a,,,,97.35,32.7,36.15,38.68,38.16,45.75,14.21,"Nov 12, 2026",n/a
NDRL,National Drilling Company,Drilling Oil and Gas Wells,4.69,1220000000.0,,,2026-09-15,2.31,,0.40802,0.82497,,41.08,99.84,55.455,1470000000.0,55.834,499190000.0,55.455,33.96,18.3,8.02,0.304,0.133,,,,n/a,,,,,4.69,4.69,4.69,4.69,5.62,4.69,"Nov 12, 2026",n/a
AIHC,Arabia Investments Holding,"Investors, not elsewhere classified",0.758,1180000000.0,71063970,53866489,2026-09-15,,,2.77699,1.49963,,-12.29,-0.09,,787570000.0,-47.869,-145180000.0,,-18.43,-24.02,-3.19,4.259,4.177,,,0.27,n/a,,,,154.36,0.51,0.479,0.32,0.344,0.86,0.264,"Sep 16, 2026",n/a
SEIG,Saudi Egyptian Investment & Finance Co. S.A.E,"Security and Commodity Brokers, Dealers, Exchanges, and Services",230.62,1150000000.0,6578,1517018,2026-09-15,27.01,,2.10519,18.46067,,3.7,8.54,5.377,62460000.0,4.167,42700000.0,5.783,68.36,10.32,6.18,,-0.46,0.58,31.44,0.53,n/a,,,,34.09,278.04,180.81,145.37,172.89,295,126,"Nov 4, 2026","Apr 29, 2026"
SEIGA,Saudi Egyptian Investment & Finance Co. S.A.E,"Security and Commodity Brokers, Dealers, Exchanges, and Services",0.95,1150000000.0,,,2026-09-15,27.01,,,,,,8.54,5.377,62460000.0,4.167,42700000.0,5.783,68.36,,,,,4.11,31.44,,n/a,,,,,0.95,0.95,0.95,0.95,0.95,0.95,"Nov 4, 2026","Apr 29, 2026"
COSG,Cairo Oil & Soap Company,Fats And Oils,1.81,1130000000.0,6993390,12658036,2026-09-15,,,2.43859,1.40812,,-5.51,-0.1,,802090000.0,-14.685,-62230000.0,,-7.76,-12.2,-0.03,0.486,0.465,,,-0.27,n/a,,,,28.37,1.84,1.59,1.34,1.55,2,1.24,"Nov 15, 2026",n/a
TANM,Tanmiya For Real Estate Investment (S.A.E),Construction Special Trade Contractors,7.68,1120000000.0,15063851,115690376,2026-09-15,,,,,,,,,,,,,,,,,,,,0.31,n/a,,,,90.1,6.98,4.93,4.54,4.73,8.5,4.01,n/a,n/a
AIDC,Arabia for Investment and Development S.A.E.,Heavy Construction Other Than Building Construction Contractors,0.708,1100000000.0,31642098,22402605,2026-09-15,,,,,,,,,,,,,,,,,,,,,n/a,,,,166.17,0.704,0.662,0.469,0.435,0.87,0.249,"Sep 22, 2026",n/a
ALUM,Arab Aluminum Company (S.A.E),"Rolling, Drawing, And Extruding Of Nonferrous Metals",25.87,1100000000.0,188028,4864284,2026-09-15,75.06,,9.16933,1.8913,,1.33,0.34,,579830000.0,25.41,14610000.0,,2.52,13.01,6.22,0.57,0.381,0.28,94.69,0.13,n/a,,,,52.18,28.4,23.62,20.92,21.2,30.98,14.05,"Nov 16, 2026",n/a
EBSC,Osool ESB Securities Brokerage,"Security Brokers, Dealers, and Flotation Companies",2.09,1090000000.0,1186126,2479003,2026-09-15,62.49,,5.40468,33.15516,,1.69,0.03,-1.742,32950000.000000004,6.093,18510000.0,34.474,56.18,13.16,7.58,0.065,-0.077,,,0.5,n/a,,,,68.55,1.91,1.89,1.62,2.04,2.43,1.11,"Nov 12, 2026",n/a
RREI,Arab Real Estate Investment Co.,Real Estate,4.34,1070000000.0000001,2814217,12213702,2026-09-15,30.78,,2.63228,5.65236,,3.51,0.14,4074.503,189190000.0,145.011,37580000.0,4334.064,19.86,14.77,5.12,,-0.21,,,0.39,n/a,,,,86.27,4.43,3.53,2.43,2.94,5.09,2.09,"Nov 12, 2026",n/a
AMII,Arabian Metal Industries and Industrial Investments,Miscellaneous Fabricated Metal Products,14.17,1060000000.0,1542395,21855737,2026-09-15,2381.79,,9.09933,6.14731,,0.04,0.01,-87.785,172750000.0,27.932,445860.0,-88.945,0.26,0.38,3.79,0.484,0.448,0.66,56.92,-0.42,n/a,,,,106.26,14.66,12.8,7.25,8.16,17.25,6,"Nov 5, 2026",n/a
GTEX,GTEX for Commercial and Industrial Investments S.A.E,Conglomerates,0.043,1050000000.0,361982,15565,2026-09-15,,,,,,,,,,,,,,,,,,,,0.37,n/a,,,,16.22,0.039,0.033,0.033,0.036,0.047,0.031,n/a,n/a
POCO,Port Said Containers And Cargo Handling Co.,Water Transportation,5,1000000000.0,,,2025-02-20,,,,,,,,,,,,,,,,,,,,0.37,n/a,,,,509.31,0.8206,0.8206,0.8206,0.8206,5,0.8206,n/a,n/a
SPMD,Speed Medical Co,"Miscellaneous Health And Allied Services, Not Elsewhere Classified",0.602,1000000000.0,990785081,596452619,2026-09-15,,,3.56878,18.30099,,-4.22,-0.03,,54730000.0,-12.552,-42240000.0,,-77.18,-12.75,-8.03,0.462,0.343,,,0.25,n/a,,,,77.58,0.479,0.408,0.34,0.373,0.622,0.3,"Nov 18, 2026",n/a
